,overall_text,start,end,text,label
80,"The Hon'Ble Sri Justice M.Seetharama Murti           

M.A.C.M.A.Nos.2967 of 2014  

04-12-2014 

Reliance General Insurance Co. Ltd rep. by its Manager...Appellant
                                

T.Laxman Goud and others.... Respondents  Counsel for the appellant:Sri T.Mahender Rao Counsel for Respondents:Sri K.Harimohan Reddy <Gist :
>Head Note: 
? Cases referred:
2001(1) Alt 495 (D.B) 2006 Acj 855 2001(6) Ald 844 (Db) 2011 (2) Ald 3 2005 (4) Alt 503 2007(2) Alt 503 2010 (6) Scj 886 2001(8) Scc 197 2009 Acj 1298 2014 Acj 1565= 2014(6) Scale 55 (2013) 9 Scc 54 The Honble Sri Justice M.Seetharama Murti M.A.C.M.A.Nos.2967 of 2014 & 3060 of 2014 Common Judgment","[24, 98, 199, 271, 314, 593]","[42, 132, 212, 285, 331, 611]","['M.Seetharama Murti', 'Reliance General Insurance Co. Ltd', 'T.Laxman Goud', 'T.Mahender Rao', 'K.Harimohan Reddy', 'M.Seetharama Murti']","['JUDGE', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'JUDGE']"
81,"1

           In The Court Of Sh Rajesh Kumar Singh
        Additional District Judge-05, Central District
                   Tis Hazari Courts, Delhi

Unique Id No. 02401C0215802008
Suit No.108/13

Gurcharan Singh (Deceased)
Through LRs
(i)   Smt. Maya Devi (wife)
(ii)  Sh. Trilochan Singh (son)
(iii) Sh. Amarjeet Singh (son)
      All R/o C-84, Fateh Nagar,
      Jail Road, New Delhi-110015.

(iv)   Sh. Gurbaksh Singh (son)
       R/o 10503/6, Near Aggarwal Dharamshala,
       Ambala City, Haryana
                                                           ........Plaintiffs
                              Versus
1.     Union of India
       Through its Secretary
       Ministry of Urban Development, Nirman Bhawan,
       Maulana Azad Road, New Delhi

2.     Delhi Development Authority
       Through its Vice Chairman
       Vikas Sadan, Ina, New Delhi
                                                        ........Defendants

                                 Date Of Institution: 12.02.2008
                              Judgment Reserved On: 07.06.2014
                                  Date Of Judgment: 16.08.2014



Suit No. 108/13                                        Page 1 of 21 pages
                                      2

Judgment
","[33, 60, 199, 627, 768]","[51, 150, 214, 641, 795]","['Rajesh Kumar Singh', 'Additional District Judge-05, Central District\n                   Tis Hazari Courts, Delhi', 'Gurcharan Singh', 'Union of India', 'Delhi Development Authority']","['JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT']"
82,"-1-


         T He Hig H C Our T Of Ka R Na T A Ka
           Cir C Uit B E Nc H A T D Ha R W A D

  Date D This Th E 15 T H Da Y Of Mar Ch 20 13

                        Pres Ent
       T He Ho N 'B L E M R . Jus Tice B .V .P I Nt O
                           And
  T He Ho N 'B L E M R . Jus Tice H.S .K E M P A N Na

          Crimi Nal Appe Al No. 2633/ 20 11


Between:

Sri Chandrappa S/o.Durgappa Patil
Age: 45 years, Occ: Retd. Military Service,
R/o. Ankalagi, Tq: Gokak,
Dist: Belgaum.
                                              ... Appellant.

(By Shri Ashok R. Kalyanshetty, Advocate.)

And:

The State of Karnataka,
Through Cpi, Gokak Circle, Gokak,
Now rep. by Spp.
                                           ... Respondent.

(By Shri V.M.Banakar, Addl. Spp.)

     This criminal appeal is filed under section 374(2)
of Cr.P.C., seeking to set aside the judgment of
conviction    and    order      of   sentence     dated
18.12.2010/23.12.2010     passed    by  the   Presiding
Officer, Fast Track Court and Addl. Sessions Judge,
                             -2-


Hukkeri, sitting at Gokak, in S.C.No.102/2009, for the
offences punishable under sections 302, 304 part Ii,
324, 326, 504 of Ipc and under Section 30 of the
Indian Arms Act, etc.,.

     This criminal appeal coming on for further hearing
this day, B.V.Pinto, J., delivered the following
judgment.



                      Judgment
","[15, 188, 300, 381, 567, 612, 752, 1330]","[51, 265, 319, 391, 588, 630, 763, 1339]","['T He Hig H C Our T Of Ka R Na T A Ka', ""T He Ho N 'B L E M R . Jus Tice B .V .P I Nt O\n                           And"", 'H.S .K E M P A N Na', 'Chandrappa', 'Ashok R. Kalyanshetty', 'State of Karnataka', 'V.M.Banakar', 'B.V.Pinto']","['COURT', 'COURT', 'JUDGE', 'PETITIONER', 'LAWYER', 'RESPONDENT', 'LAWYER', 'JUDGE']"
83,"Case No.4/1: Ps Tilak Marg : U/s 195 Ipc                                                             Dod:   30.10.2013                      


  In The Court Of Vidya Prakash: Chief Metropolitan  
 Magistrate: Central District: Tis Hazari Courts: Delhi 

Cc No.:4/1
Ps: Subzi Mandi 
U/s : 195 Ipc
Unique Id No.: 02401R0063352011

J U D G M E N T","[161, 228]","[174, 252]","['Vidya Prakash', 'Tis Hazari Courts: Delhi']","['JUDGE', 'COURT']"
84,"In The High Court Of Kerala At Ernakulam

Crl.MC.No. 2188 of 2004()


1. C.K.Aboobacker, S/O. Late Moideen,
                      ...  Petitioner

                        Vs



1. Rahiyanath, D/O. Late Kutty Hassan,
                       ...       Respondent

2. State Of Kerala,

                For Petitioner  :Sri.C.Khalid

                For Respondent  :Sri.K.M.Sathyanatha Menon

The Hon'ble Mr. Justice R.Basant

 Dated :22/07/2008

 O R D E R
                          R. Basant, J.
            -------------------------------------------------
                  Crl.M.C. No. 2188 of 2004
            -------------------------------------------------
           Dated this the 22nd day of July, 2008

                               Order
","[7, 73, 180, 264, 319, 366, 413, 480]","[40, 87, 190, 279, 327, 387, 421, 489]","['High Court Of Kerala At Ernakulam', 'C.K.Aboobacker', 'Rahiyanath', 'State Of Kerala', 'C.Khalid', 'K.M.Sathyanatha Menon', 'R.Basant', 'R. Basant']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE']"
85,"Sh. Balbir  Singh Rana Vs. Smt. Harcharan Kaur


                     In The Court Of Sh. Chander Shekhar 
                    District & Sessions Judge (North­West) 
                       Room No. 401 : Rohini Courts: Delhi.

Arct No. 114/11

Date of institution                                            :          29.03.2004
Date of hearing arguments                                      :       06.01.2014
Date of Judgment                                               :         22.01.2014

In the matter of:

Shri Balbir Singh Rana
S/o Shri Lehri Singh
R/o : 133, Sainik Vihar, Pitampura, 
Delhi­110 034.                                                                                          ........Appellant
         
                      Versus

Smt. Harcharan Kaur,
W/o Late Shri Malik Singh, 
R/o : C­37, Bhajanpura, 
Delhi.                                                                                                ..........Respondent

                                                                Judgment
","[4, 32, 90, 205, 521, 764]","[22, 46, 105, 226, 538, 778]","['Balbir  Singh Rana', 'Harcharan Kaur', 'Chander Shekhar', 'Rohini Courts: Delhi.', 'Balbir Singh Rana', 'Harcharan Kaur']","['PETITIONER', 'RESPONDENT', 'JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT']"
86,"1                               itxa1539-10




         In The High Court Of Judicature At Bombay




                                                                      
              Ordinary Original Civil Jurisdiction




                                              
               Income Tax Appeal No.1539 Of 2010




                                             
    The Commissioner of Income-tax, Central-IV ]
    R. No.663, Aayakar Bhavan, M.K. Road,           ]
    Mumbai - 400 020.                               ]       ..Appellant.




                                   
                 V/s.
                        
                       
    Shri Bharat R. Ruia (Huf)                       ]
    Phoenix Mills Premises,                         ]
    462 Senapati Bapat Marg,                        ]
      


    Lower Parel, Mumbai - 400 013.                  ]       ..Respondent.
   



    Mr. Vimal Gupta Mrs. Padma Divakar, Advocates for the appellant.





    Mr. J.D.Mistri, senior Advocate with A.K.Jasani for the respondent.

    Dr. K. Shivram. Advocate for the intervenor.





         Coram : J.P. Devadhar And Mrs. R.S, Dalvi, Jj.

         Judgment","[64, 383, 671, 922, 939, 996, 1029, 1069, 1132, 1155, 1158]","[98, 409, 685, 933, 952, 1006, 1039, 1079, 1145, 1158, 1165]","['High Court Of Judicature At Bombay', 'Commissioner of Income-tax', 'Bharat R. Ruia', 'Vimal Gupta', 'Padma Divakar', 'J.D.Mistri', 'A.K.Jasani', 'K. Shivram', 'J.P. Devadhar', 'R.S', ', Dalvi']","['COURT', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE', 'JUDGE']"
87,"In The High Court Of Kerala At Ernakulam

WP(C).No. 15847 of 2008(J)


1. Subramanian, S/O. Parangodankutty,
                      ...  Petitioner

                        Vs



1. The State Of Kerala,
                       ...       Respondent

2. The District Collector, Malappuram.

3. The Tahsildar,

4. The Sub Inspector Of Police,

                For Petitioner  :Sri.Babu S. Nair

                For Respondent  :Government Pleader

The Hon'ble Mr. Justice V.Giri

 Dated :19/11/2008

 O R D E R
                                                                     ""C.R.""
                             V.Giri, J.
        ------------------------------------------------------------
             W.P.(C).No.15847, 27536, 27541,
             27645, 27686, 27697, 27733, 27863,
             27805,27926, 28078, 28756, 29047,
             29272, 29355, 29408, 29609, 29672,
             29707, 29708, 29719, 29960, 29961,
             29963, 30666, 30825, 31414, 32817,
                  32886, 33830 & 34066 of 2008
        -------------------------------------------------------------
         Dated this the 19th day of November, 2008.

                            Judgment
","[7, 74, 185, 254, 294, 313, 376, 467, 611]","[40, 85, 200, 285, 303, 336, 388, 473, 617]","['High Court Of Kerala At Ernakulam', 'Subramanian', 'State Of Kerala', 'District Collector, Malappuram.', 'Tahsildar', 'Sub Inspector Of Police', 'Babu S. Nair', 'V.Giri', 'V.Giri']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'JUDGE', 'JUDGE']"
88,"In  The High Court Of  Judicature   For   Rajasthan 
At  Jaipur Bench Jaipur

D.B.Civil Writ Petition No.6090/2004

Kishore Rungta 			  V/s            State of Rajasthan & 									       ors.


Date when the Order was
reserved					:- 		 	20.3.2012									 

Date of pronouncement of
Order					:-	        	        23.7.2012


Present

Hon'ble the Chief Justice Mr.Arun Mishra 
Hon'ble Ms.Justice Bela M.Trivedi
Reportable

Mr.Paras Kuhad,Sr.Advocate with	)
Sunil Nath, Vivek Dangi			)-for the petitioner.
Priyanka Nahata & Vishal Sharma	)

Mr.G.S.Bapna, Sr.Advocate &		)
Advocate General with			)- for the State
V.Garg & Sarvesh Jain			)
	
Mr.S.M.Mehta, Sr.Advocate with	)
Anil Mehta and Nitin Jain		)- for respondents.

Mr.N.S.Vashistha and 			)
Mr.Vishal Singh				)-for respondent no.6.


Order


","[8, 116, 151, 365, 397, 427, 458, 470, 506, 524, 544, 613, 622, 644, 674, 689, 725, 751]","[76, 130, 169, 376, 411, 438, 468, 481, 521, 537, 553, 619, 634, 653, 684, 699, 738, 763]","['High Court Of  Judicature   For   Rajasthan \nAt  Jaipur Bench Jaipur', 'Kishore Rungta', 'State of Rajasthan', 'Arun Mishra', 'Bela M.Trivedi', 'Paras Kuhad', 'Sunil Nath', 'Vivek Dangi', 'Priyanka Nahata', 'Vishal Sharma', 'G.S.Bapna', 'V.Garg', 'Sarvesh Jain', 'S.M.Mehta', 'Anil Mehta', 'Nitin Jain', 'N.S.Vashistha', 'Vishal Singh']","['COURT', 'PETITIONER', 'RESPONDENT', 'JUDGE', 'JUDGE', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'JUDGE', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER']"
89,"Reported
*In The High Court Of Delhi At New Delhi

+                        Rfa 72/2005


Capt. Praveen Davar (Retd.) & Anr.        ..... Appellants
             Through: Mr. A.K. Singla, Sr. Advocate
                      with Mr. Pankaj Gupta and
                      Mr. J.K. Sharma, Advocates.

                   versus

Harvansh Kumari And Ors.            ..... Respondents
           Through: Mr. Ravinder Nath, Mr. P.K. Jain,
                    Mr. Rajesh Roshan, and
                    Mr.D.N. Jha, Advocates.

%                  Date Of Decision: August 27, 2010

      Coram:
      Hon'Ble Ms. Justice Reva Khetrapal

1.    Whether reporters of local papers may be allowed
      to see the judgment?

2.    To be referred to the Reporter or not?         Yes

3.    Whether judgment should be reported in Digest? Yes

                         Judgment
","[17, 96, 175, 232, 275, 327, 405, 424, 459, 501, 616]","[49, 109, 186, 244, 286, 342, 418, 433, 472, 509, 630]","['High Court Of Delhi At New Delhi', 'Praveen Davar', 'A.K. Singla', 'Pankaj Gupta', 'J.K. Sharma', 'Harvansh Kumari', 'Ravinder Nath', 'P.K. Jain', 'Rajesh Roshan', 'D.N. Jha', 'Reva Khetrapal']","['COURT', 'PETITIONER', 'LAWYER', 'LAWYER', 'LAWYER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'JUDGE']"
90,"In The High Court Of Judicature At Madras

Dated : 15.03.2013

Coram

The Honourable Mr.Justice S.Manikumar

C.M.A.No.2539 of 2012

A.Elango																			... Appellant	

Vs.

1.R.Natarajan

2.The National Insurance Company Ltd.,
No. 751, Anna Salai, Chennai -2									... Respondents
					
			Civil Miscellaneous Appeal filed under Section 173 of the Motor Vehicles Act 1988, against the decree and Judgment, dated 17.12.2007 made in M.A.C.T.O.P.No.747 of 2005, on the file of Motor Accident Claims Tribunal, (Iii Court of Small Causes), Chennai.

							For Appellant     			:	Mrs.M.Malar
		
							For 2nd Respondent		:  Mr.J.Chandran

J U D G M E N T
","[7, 96, 132, 180, 201, 588, 632]","[41, 107, 140, 193, 262, 595, 642]","['High Court Of Judicature At Madras', 'S.Manikumar', 'A.Elango', '1.R.Natarajan', 'National Insurance Company Ltd.,\nNo. 751, Anna Salai, Chennai', 'M.Malar', 'J.Chandran']","['COURT', 'JUDGE', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER']"
91,"In The High Court Of Kerala At Ernakulam

WP(Crl.).No. 377 of 2008(S)


1. Safiya, Aged 49 Years, S/O.Ubaid,
                      ...  Petitioner

                        Vs



1. State Of Kerala, Rep. By Secretary,
                       ...       Respondent

2. The District Magistrate And District

3. Superintendent Of Central Prison,

4. The District Superintendent Of Police,

                For Petitioner  :Sri.Rajit

                For Respondent  :Government Pleader

The Hon'ble Mr. Justice Kurian Joseph
The Hon'ble Mr. Justice K.T.Sankaran

 Dated :12/12/2008

 O R D E R
                                                             ""C.R""

               Kurian Joseph & K.T.Sankaran, Jj.
                -----------------------------------------
                     W.P(Crl.)No.377 of 2008-S
                -----------------------------------------
           Dated this the 12 day of December, 2008
                                th



                              Judgment
","[7, 75, 181, 269, 306, 348, 421, 505, 543, 671, 687]","[40, 81, 196, 301, 338, 381, 426, 518, 555, 684, 699]","['High Court Of Kerala At Ernakulam', 'Safiya', 'State Of Kerala', 'District Magistrate And District', 'Superintendent Of Central Prison', 'District Superintendent Of Police', 'Rajit', 'Kurian Joseph', 'K.T.Sankaran', 'Kurian Joseph', 'K.T.Sankaran']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'JUDGE', 'JUDGE', 'JUDGE', 'JUDGE']"
92,"In The High Court Of Judicature At Patna

                        Criminal Appeal (Db) No.1078 of 2012
===========================================================
Against judgment and order dated 28.8.2012 passed by the Ad-Hoc Additional Sessions Judge Iv, Araria in Sessions Trial No.846 of 2003/ Tr. No.259 of 2011, arising out of Jokihat P.S.Case No.169 of 1999. 

===========================================================
1. Parmeshwar Mandal S/O Late Ram Swaroop Mandal R/O Village - Bagnapur, P.S. - Jokihat, Distt. - Araria .... .... Appellant/s Versus
1. The State Of Bihar
2. Khelaland Mandal S/O Late Sakaldeo Mandal
3. Deonarayan Mandal S/O Sakaldeo Mandal
4. Shobhanand Mandal S/O Sakaldeo Mandal
5. Munna @ Ranjeet Kumar S/O Khelaland Mandal
6. Deepak Kumar Mandal S/O Khelanand Mandal
7. Bachu Mandal S/O Shobha Mandal
8. Pankaj Kumar Mandal S/O Deo Narayan Mandal .... .... Respondent/s =========================================================== Appearance :
For the Appellant/s : Mr. Shivendra Kumar Sinha, Adv. 

For the Respondent/s : Mr. A. Sharma, App =========================================================== Coram: Honourable Mr. Justice Jayanandan Singh And Honourable Mr. Justice Aditya Kumar Trivedi Cav Judgment","[7, 431, 569, 587, 632, 673, 714, 760, 804, 838, 1003, 1060, 1165, 1209]","[40, 448, 583, 603, 649, 690, 735, 779, 816, 857, 1024, 1069, 1181, 1229]","['High Court Of Judicature At Patna', 'Parmeshwar Mandal', 'State Of Bihar', 'Khelaland Mandal', 'Deonarayan Mandal', 'Shobhanand Mandal', 'Munna @ Ranjeet Kumar', 'Deepak Kumar Mandal', 'Bachu Mandal', 'Pankaj Kumar Mandal', 'Shivendra Kumar Sinha', 'A. Sharma', 'Jayanandan Singh', 'Aditya Kumar Trivedi']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE']"
93,"In The High Court Of Kerala At Ernakulam

MACA.No. 1472 of 2004()


1. V.R. Raveendran, S/O. Velayudhan  Nair,
                      ...  Petitioner

                        Vs



1. M. Sarojini, W/O. Late K.A. Chandran,
                       ...       Respondent

2. Shyam Prasad, S/O. Late K.A.Chandran

3. C. Krishna Kumar, S/O.Late K.A.Chandran

4. Binu, S/O. Late Viswanathan

5. The New India Assurance Company Ltd.,

                For Petitioner  :Sri.S.V.Balakrishna Iyer (Sr.)

                For Respondent  :Sri.V.Chitambaresh

The Hon'ble Mr. Justice R.Basant
The Hon'ble Mrs. Justice M.C.Hari Rani

 Dated :20/01/2010

 O R D E R
              R.Basant & M.C. Hari Rani,Jj

        ==============================

                 M.A.C.A. No. 1472 Of 2004

          ============================

      Dated This The 20Th Day Of January 2010

                          Judgment
","[7, 71, 183, 269, 310, 354, 390, 462, 527, 567, 601, 661, 672]","[40, 86, 194, 281, 326, 358, 422, 482, 541, 575, 614, 669, 686]","['High Court Of Kerala At Ernakulam', 'V.R. Raveendran', 'M. Sarojini', 'Shyam Prasad', 'C. Krishna Kumar', 'Binu', 'New India Assurance Company Ltd.', 'S.V.Balakrishna Iyer', 'V.Chitambaresh', 'R.Basant', 'M.C.Hari Rani', 'R.Basant', 'M.C. Hari Rani']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE', 'JUDGE', 'JUDGE']"
94,"In The Court Of Sh. R.K. Gauba: District & Sessions 
     Judge (South District) Saket: New Delhi


Criminal Revision No. 146/13
Id No.: 02406R0115582013 

Amarjeet Singh
Office of Executive Engineer, B­Ii,
South Zone, Sdmc,
presently posted as Junior Engineer (South Zone),
Sdmc.                                          ...    Revisionist
            Versus
   1. The State of Nct of Delhi
      through The Commissioner of Police
      Police Headquaters,
      Ip Estate, New Delhi.
   2. Residents Welfare Association
      Chandan Colony, Saidulazab, 
      New Delhi 30 
      Through Its General Secretary
      Mr. Pavit Singh s/o Sh. Satbir Singh
      R/oRZ­56, Chandan Colony,
      Saidulazab, New Delhi­30.
   3. Mr. Suresh Parshad (Builder)
      D­47, Paryavaran Complex,
      New Delhi 110030 (Construction site).   ...     Respondents 


Instituted on: 07.05.2013
Judgment reserved on:12.11.2013
Judgment pronounced on:12.11.2013

Crl. Rev. No. 146/2013  Amarjeet Vs. State & ors.       Page No. 1 of 24
 J U D G M E N T 
","[20, 32, 156, 370, 493, 731, 974, 987]","[30, 97, 170, 391, 576, 745, 982, 992]","['R.K. Gauba', 'District & Sessions \n     Judge (South District) Saket: New Delhi', 'Amarjeet Singh', 'State of Nct of Delhi', 'Residents Welfare Association\n      Chandan Colony, Saidulazab, \n      New Delhi 30', 'Suresh Parshad', 'Amarjeet', 'State']","['JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'PETITIONER', 'RESPONDENT']"
95,"In The High Court Of Judicature For Rajasthan 
At Jaipur Bench, Jaipur


1.	D.B.Civil Writ Petition  No.7296/2014
	Desh Raj Kharera	V/s Union of India & ors.

2.	D.B.Civil Special Appeal (Writ) No.1411/2014
	Pinkcity Expressway Ltd. V/s Lalit Kumar Sharma & ors.

3.	D.B.Civil Contempt Petition No.1482/2014
	Lalit Kumar Sharma V/s Shri Shashank Shekhar & anr.

4.	D.B.Civil Writ Petition No.6419/2014
	Lalit Kumar Sharma V/s Union of India & ors.

5.	D.B.Civil Writ Petition No.7329/2014	
	Kumari Carrying Corporation & ors. V/s Union of India & ors.



Date of Order::-								11.8.2015


Present

Honble Chief Justice Mr.Sunil Ambwani
Honble Mr.Justice Ajit Singh

Mr.Rajesh Yadav					)
Mr.Prateek Kasliwal				)- for the petitioners
Mr.Pushkar Taimni				)


Mr.N.M.Lodha, Advocate General		)
with Mr.Vishal Sharma				)	
Mr.Sheetanshu Sharma				)
Mr.R.D.Rastogi,Addl.Solicitor General	)
with Mr.Sandeep Pathak			)
Mr.Ashish Tiwari					)
Ms.Sneha Singh					)
Mr.R.N.Mathur					)
Mr.Shovit Jhajaria				)
Mr.Prateek Mathur				)-for the respondents.
Mr.Prashant Kumar Sharma			)
Mr.Anirban Bhattacharya			)
Mr.Angad Mirdha					)
Mr.Virendra Lodha				)
Mr.Jai Lodha					)
Order
","[7, 115, 136, 208, 237, 309, 337, 403, 426, 491, 530, 624, 656, 671, 693, 739, 764, 803, 826, 852, 897, 919, 942, 963, 983, 1007, 1051, 1080, 1108, 1130, 1153]","[70, 131, 150, 232, 255, 327, 353, 421, 440, 518, 544, 637, 666, 683, 709, 753, 773, 816, 843, 863, 911, 932, 953, 973, 998, 1021, 1072, 1100, 1120, 1144, 1162]","['High Court Of Judicature For Rajasthan \nAt Jaipur Bench, Jaipur', 'Desh Raj Kharera', 'Union of India', 'Pinkcity Expressway Ltd.', 'Lalit Kumar Sharma', 'Lalit Kumar Sharma', 'Shashank Shekhar', 'Lalit Kumar Sharma', 'Union of India', 'Kumari Carrying Corporation', 'Union of India', 'Sunil Ambwani', 'Ajit Singh', 'Rajesh Yadav', 'Prateek Kasliwal', 'Pushkar Taimni', 'N.M.Lodha', 'Vishal Sharma', 'Sheetanshu Sharma', 'R.D.Rastogi', 'Sandeep Pathak', 'Ashish Tiwari', 'Sneha Singh', 'R.N.Mathur', 'Shovit Jhajaria', 'Prateek Mathur', 'Prashant Kumar Sharma', 'Anirban Bhattacharya', 'Angad Mirdha', 'Virendra Lodha', 'Jai Lodha']","['COURT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'JUDGE', 'JUDGE', 'JUDGE', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER']"
96,"In The High Court Of Kerala At Ernakulam

                                             Present:

                       The Honourable Mr. Justice Shaji P.Chaly

              Thursday, The 2Nd Day Of June 2016/12Th Jyaishta, 1938

                                WP(C).No. 17165 of 2016 (U)
                               --------------------------------------------


Petitioner(S) :
--------------------------

          1.        Yamaha Sub Dealers Association Of Kerala,
                    A Society Registered Under The Travancore-Cochin
                    Literary, Scientific And Charitable Societies Act, 1955
                    And Having Its Registered Office At "" Parijatham""
                    Chithiyoorkodu, Kollode Post,
                    Thiruvananthapuram 695 571,
                    Represented By Its Secretaryrakesh Roshan.

          2.        K. Mohanan Nair,
                    Adithya Yamaha, Tc 1/1854-1,Opposite Al Saj Hotel,
                    Kazhakootam Post, Thiruvananthapuram 695 582.


                     By Advs.Sri.K.K.Dheerendrakrishnan
                              Sri.N.Krishna Prasad
                              Sri.P.G.Pramod

Respondent(S) :
----------------------------

          1.         State Of Kerala,
                     Represented By Its Secretary,
                     Motor Vehicles Department, Government Secretariat,
                     Thiruvananthapuram 695 001.

          2.         The Transport Commissioner,
                     Trans Towers, Opposite Womens College,
                     Vazhuthacad, Thiruvananthapuram

                    By Sr.Government Pleader Smt.K.A.Sanjeetha

           This Writ Petition (Civil) Having Come Up For Admission
           On 25-05-2016, Along With W.P(C).No.17610 Of 2016 And
           W.P(C).No.18020 Of 2016, The Court On 02-06-2016 Delivered
           The Following:
Msd.

WP(C).No. 17165 of 2016 (U)
-----------------------------------------

                                            Appendix

Petitioner(S)' Exhibits :

Exhibit P1                    True Copy Of The Circular No.16/2016
                              Dated 05/05/2016.

Exhibit P2                    True Copy Of The Certificate Of Registration
                              Dated 26/04/2016.

Exhibit P3                    True Copy Of The Certificate Pertaining To
                              The Second Petitioner.

Exhibit P4                    True Copy Of The Specimen Of Tripartite
                              Agreement.

Exhibit P5                    True Copy Of The Billed Dated 16/01/2016 Issued To
                              Sri. Omanakuttan.

Respondent(S)' Exhibits :

                                                Nil

                                                          //True Copy//


                                                          P.S.Tojudge.

Msd.



                                                           C.R.
                       Shaji P. Chaly, J.
          --------------------------------------------------
       W.P.(C) Nos.17165, 17610 & 18020 of 2016
          -----------------------------------------------
            Dated this the 2nd day of June, 2016


                            Judgment
","[7, 147, 434, 873, 1062, 1119, 1170, 1249, 1464, 1651, 2984]","[40, 160, 474, 888, 1084, 1135, 1180, 1264, 1600, 1664, 2998]","['High Court Of Kerala At Ernakulam', 'Shaji P.Chaly', 'Yamaha Sub Dealers Association Of Kerala', 'K. Mohanan Nair', 'K.K.Dheerendrakrishnan', 'N.Krishna Prasad', 'P.G.Pramod', 'State Of Kerala', 'Transport Commissioner,\n                     Trans Towers, Opposite Womens College,\n                     Vazhuthacad, Thiruvananthapuram', 'K.A.Sanjeetha', 'Shaji P. Chaly']","['COURT', 'JUDGE', 'PETITIONER', 'PETITIONER', 'LAWYER', 'LAWYER', 'LAWYER', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'JUDGE']"
97,"1


                      In the Court of Dig Vinay Singh
     ASJ/Special Judge : Ndps(N-W) : Rohini Courts : Delhi


In the matter of :
                                          Sc No.      108/11
                                          State Vs.   Dayanand etc.
                                          Fir no.     104/11
                                          Ps          Crime Branch
                                          U/s         20/29 Ndps Act
        State
                      Versus
1)      Dayanand @ Vishal
        S/o Sh. Indrasen Pandit
        R/o Village Bagan,
        Post Babu Bishupur,
        Distt. Gopalganj, Ps Yadavpur,
        Siwan, Bihar.
2)      Rajiv Kumar Mishra
        S/o Sh. Bashistha Mishra
        R/o Village & Po Barai Patti,
        Ps Yadav Pur,
        Distt. Gopal Ganj, Bihar.
3)      Pramod Behera
        S/o Bhagwan Behera
        R/o Village Katda,
        Ps Jarapada,
        Distt. Angul, Orissa.


      Sc no. 108/11               Dtd...16.10.2014            Pg... 1 of 66
                                        2


    4)     Bir Bahadur @ Lal Bahadur Yadav @ Vishal
           S/o Sh. Pritam Yadav
           R/o Village Dharampur,
           Ps Yadavpur,
           Distt. Gopal Ganj, Bihar.
    5)     Dalip Behra
           S/o Sh. Kailash Behra
           R/o Village Katda,
           Ps Jarpada,
           Distt. Angul, Orissa.
                                    Date of receipt         : 13.10.2011
                                    Date of arguments       : 23.09.2014
                                    Date of announcement : 16.10.2014


                                Judgment
","[42, 83, 241, 253, 472, 515, 689, 843, 1099, 1274]","[57, 116, 246, 261, 477, 532, 707, 856, 1135, 1285]","['Dig Vinay Singh', 'Ndps(N-W) : Rohini Courts : Delhi', 'State', 'Dayanand', 'State', 'Dayanand @ Vishal', 'Rajiv Kumar Mishra', 'Pramod Behera', 'Bahadur @ Lal Bahadur Yadav @ Vishal', 'Dalip Behra']","['JUDGE', 'COURT', 'RESPONDENT', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT']"
