,overall_text,start,end,text,label
3062,"M. R. Agnihotri, J. focussed that the point for determination was whether the Board is duty bound to implement the judgment of the Supreme Court in Ravinder Kumar Sharma's case (1986 Lab IC 2076) in case of Ashok Kumar Sehgal and other writ petitioners in other cases and all other employees similarly situated.","[0, 131, 148, 178, 207]","[15, 144, 169, 194, 225]","['M. R. Agnihotri', 'Supreme Court', 'Ravinder Kumar Sharma', '1986 Lab IC 2076', 'Ashok Kumar Sehgal']","['JUDGE', 'COURT', 'OTHER_PERSON', 'CASE_NUMBER', 'PETITIONER']"
3063,"We deem it necessary to clarify the legal position and lay down the procedure to be followed as under:
 (1) Section 149 of Code of Civil Procedure is a proviso to Section 4 of the Tamilnadu Court Fees and Suits Valuation Act, 1955.","[108, 123, 163, 180]","[119, 146, 172, 230]","['Section 149', 'Code of Civil Procedure', 'Section 4', 'Tamilnadu Court Fees and Suits Valuation Act, 1955']","['PROVISION', 'STATUTE', 'PROVISION', 'STATUTE']"
3064,The accused Anuj Chandra filed an application U/s 315 of the Code for producing himself as a defence witness.,"[12, 48]","[24, 53]","['Anuj Chandra', 's 315']","['OTHER_PERSON', 'PROVISION']"
3065,I follow the ratio of the said judgment in Chitra Mukherjee's case (supra).,[43],[59],['Chitra Mukherjee'],['OTHER_PERSON']
3066,"These two decisions, in our opinion, provide sufficient guidelines for determining the controversy which has arisen before us in this matter.",[],[],[],[]
3067,"To illustrate, in the case of Dr. Ambedkar Medical College, it has earmarked 20 seats for persons belonging to Scheduled Caste.",[34],[58],['Ambedkar Medical College'],['ORG']
3068,"Whether the Rent Act is applicable or not is a pure question of law and if subsequently a decision is taken by the High Court that the Rent Act is applicable, naturally fresh application for determining the standard rent on merits is always maintainable and the KPP -37- WP Nos. 795 of 2002 & 789 of 2003 Supreme Court","[12, 135, 271, 305]","[20, 143, 304, 318]","['Rent Act', 'Rent Act', 'WP Nos. 795 of 2002 & 789 of 2003', 'Supreme Court']","['STATUTE', 'STATUTE', 'CASE_NUMBER', 'COURT']"
3069,"This discrepancy has been explained by Bal Kishan Draftsman (PW 9), whose evidence shows that the level of the courtyard of Labh Singh's house was higher than the ground outside.","[39, 124]","[59, 134]","['Bal Kishan Draftsman', 'Labh Singh']","['WITNESS', 'OTHER_PERSON']"
3070,Testimony of witnesses are broadly consistent as regards injuries sustained by PW-3 and PW-4 caused by the accused persons.,[],[],[],[]
3071,"In fact, if one were to accept that the amount became bad debt immediately on its payment to M/s. Basu Associates one has no option but also to accept that the moment of giving the guarantee itself the amount had become bad.",[93],[113],['M/s. Basu Associates'],['ORG']
3072,"In C.A. No. of 1993 (arising out of S.L.P. (C) No. 17484 of 1991) Union of India v. Mohammed Naimulla, the respondent was working as an electrical fitter.","[3, 36, 66]","[19, 64, 101]","['C.A. No. of 1993', 'S.L.P. (C) No. 17484 of 1991', 'Union of India v. Mohammed Naimulla']","['CASE_NUMBER', 'CASE_NUMBER', 'PRECEDENT']"
3073,"In such circumstance, if PW8 Ritu Gupta was having any information, as disclosed by PW16 Raj Kumar Gupta that dead body resembling Sanjay Gupta was lying near Gang Nahar, then certainly, this could have been disclosed in the missing report but it seems that either she has concealed this information or she did not receive any such information from PW 16 Raj Kumar Gupta.","[29, 89, 131, 355]","[39, 104, 143, 370]","['Ritu Gupta', 'Raj Kumar Gupta', 'Sanjay Gupta', 'Raj Kumar Gupta']","['WITNESS', 'WITNESS', 'OTHER_PERSON', 'WITNESS']"
3074,"In Rajinder Kumar Sharma &Ors. Vs. Leela Wati & Ors., 155 (2008) Delhi Law Times 383 the court observed;
 ""Section 25B was inserted by the legislature in Delhi Rent Control Act as a special provision for eviction of the tenants in respect of specified category of cases as provided therein.","[3, 107, 154]","[84, 118, 176]","['Rajinder Kumar Sharma &Ors. Vs. Leela Wati & Ors., 155 (2008) Delhi Law Times 383', 'Section 25B', 'Delhi Rent Control Act']","['PRECEDENT', 'PROVISION', 'STATUTE']"
3075,"The conviction of Poona Ram is also altered to one Under Section 304, Part-II read with 149 IPC.","[18, 57, 92]","[27, 91, 95]","['Poona Ram', 'Section 304, Part-II read with 149', 'IPC']","['OTHER_PERSON', 'PROVISION', 'STATUTE']"
3076,"(1) Whether the writ petitioner association has any locus standi to maintain the writ application? (2) Whether Anglo Indian community is a minority community within the meaning of clause (1) of Art. 30 of the Constitution? (3) Whether clauses 11, 15 and proviso to clause 24(f) are ultra vires of clause (1) of Art. 30 of the Constitution of India?","[180, 209, 235, 265, 297, 326]","[201, 221, 249, 277, 318, 347]","['clause (1) of Art. 30', 'Constitution', 'clauses 11, 15', 'clause 24(f)', 'clause (1) of Art. 30', 'Constitution of India']","['PROVISION', 'STATUTE', 'PROVISION', 'PROVISION', 'PROVISION', 'STATUTE']"
3077,The Legislature enacted the law to delegate the power to make rules.,[],[],[],[]
3078,"The aspect that these two witnesses have flatly denied the involvement of the accused persons, therefore, the testimony of these two witnesses weighs heavily in favour of the accused persons and as such the testimony of PW­2 as required to be ignored is not an acceptable argument.",[],[],[],[]
3079,"What difference would it then make as to what is the religion professed by the neglected wife, child or parent ?",[],[],[],[]
3080,"This question has been considered by Natarajan, J., himself and the learned Judge has pointed out that the Wakf Board is empowered to step into the shoes of the manager and therefore will come within the scope of the third column of Article 96 of the new Act.","[37, 233]","[46, 243]","['Natarajan', 'Article 96']","['JUDGE', 'PROVISION']"
3081,He has also relied upon judgment of Hon'ble Supreme Court reported in AIR 2007 SC 637 and AIR 1969 SC 1238.,"[44, 70, 90]","[57, 85, 106]","['Supreme Court', 'AIR 2007 SC 637', 'AIR 1969 SC 1238']","['COURT', 'CASE_NUMBER', 'CASE_NUMBER']"
3082,"If we venture to evaluate the evidence and decide whether the appellant could be convicted under Section 304-B I.P.C., the same will result in miscarriage of justice, as he was not given a chance to defend himself concerning that charge, as held by the Apex Court in the above decision.","[97, 111, 253]","[110, 117, 263]","['Section 304-B', 'I.P.C.', 'Apex Court']","['PROVISION', 'STATUTE', 'COURT']"
3083,This sounds probable in the circumstances wherein right hand of the accused No.1 Amjad was fractured and made defunct in the assault leaving no option but to use his left hand.,[81],[86],['Amjad'],['OTHER_PERSON']
3084,K. Jagannathan (PW-211) and another person belonging to LTTE helped him and also came with them up to Bangalore and a house was arranged in Bangalore through K. Jagannathan (PW-211).,"[0, 102, 140, 158]","[14, 111, 149, 172]","['K. Jagannathan', 'Bangalore', 'Bangalore', 'K. Jagannathan']","['WITNESS', 'GPE', 'GPE', 'WITNESS']"
3085,"We shall, therefore, have a look at the said evidence to see whether the two courts are justified or not in taking the view that the appellant Suresh Bahri had a strong motive to hatch a conspiracy with the assistance of the other two appellants, namely, Raj Pal Sharma and Gurbachan Singh to commit the murder of his wife and the two children.","[143, 255, 274]","[155, 269, 289]","['Suresh Bahri', 'Raj Pal Sharma', 'Gurbachan Singh']","['PETITIONER', 'PETITIONER', 'PETITIONER']"
3086,"However, when it comes to the case of termination of a daily wage worker and where the termination is found illegal because of procedural defect, namely in violation of Section 25-F of the Industrial Disputes Act, this Court is consistent in taking the view in such cases reinstatement with back wages is not automatic and instead the workman should be given monetary compensation which will meet the ends of justice.","[169, 189]","[181, 212]","['Section 25-F', 'Industrial Disputes Act']","['PROVISION', 'STATUTE']"
3087,"The imports, therefore, were the effect or the legal consequence of the ""things done"", i.e., the contracts entered into by the petitioners with the foreign dealers"". 

W.A.No.91 of 2011  - 26 -",[168],[185],['W.A.No.91 of 2011'],['CASE_NUMBER']
3088,"Moreover, in my view, if Sections 81, 79(f), 67 and 67A were read together, it was impossible to come to the conclusion that the period of limitation for an election petition would start from the date of publication of the result in the Official Gazette.",[25],[55],"['Sections 81, 79(f), 67 and 67A']",['PROVISION']
3089,Section 17 of the Act provides for immunity for officers and members of trade unions from punishment under Sub-section (2) of of Section 120-B of the Indian Penal Code in respect of agreement made between member? of the trade union for furthering the objects of the trade unions.,"[0, 107, 150]","[10, 142, 167]","['Section 17', 'Sub-section (2) of of Section 120-B', 'Indian Penal Code']","['PROVISION', 'PROVISION', 'STATUTE']"
3090,"Keeping the above principles in mind, the factors of age of the prosecutrix PW 2 Monika has to be seen.",[81],[87],['Monika'],['WITNESS']
3091,"So, under Section 2(c), a court for the purpose of the Arbitration Act is a civil court having jurisdiction to decide the questions forming the subject-matter of a reference.","[10, 55]","[22, 70]","['Section 2(c)', 'Arbitration Act']","['PROVISION', 'STATUTE']"
3092,"Mr. Rebello referred to the International Convention on a Civil Liability for oil pollution, Brussels which requires compulsory insurance.","[4, 93]","[11, 101]","['Rebello', 'Brussels']","['OTHER_PERSON', 'GPE']"
3093,"Even if the Corporation had agreed to consider the petitioner's request not to invoke the bank-guarantees till all its claims relating to other contracts are settled, the agreement was only to consider the said request, and nothing more.",[],[],[],[]
3094,"In the same case, Lord Justice Salmon indicated that the test to be applied is that of ""an ordinary child"".",[31],[37],['Salmon'],['OTHER_PERSON']
3095,"In this Bombay case, the question was, whether the suit was barred by limitation.",[8],[14],['Bombay'],['GPE']
3096,This is a defendant's appeal against the judgment and decree dated 26.2.1998 of 1st Additional District Judge. Ballia.,"[67, 80]","[76, 117]","['26.2.1998', '1st Additional District Judge. Ballia']","['DATE', 'COURT']"
3097,"The police constable on duty informed the Taluka police	station and the Head Constable made an entry in	 the police station diary, and another Head Constable went to the hospital  and recorded the statement of the deceased in	 the early hours.",[42],[63],['Taluka police\tstation'],['ORG']
3098,"Thereafter, petitioner-Bipin Panchal had preferred Special Leave Petition No. 1402 of 1994 before the Apex Court and the same was also rejected.","[23, 51, 102]","[36, 90, 112]","['Bipin Panchal', 'Special Leave Petition No. 1402 of 1994', 'Apex Court']","['PETITIONER', 'CASE_NUMBER', 'COURT']"
3099,"PATANJALI SASTRI C.J.- I agree with the judgment just delivered by my learned brother Das and I have nothing to add. 

 MUKHERJEA J.--In my opinion this application should be dismissed and I deem it proper to state succinctly my own views on the questions that have been raised in the case.","[0, 86, 120]","[16, 89, 129]","['PATANJALI SASTRI', 'Das', 'MUKHERJEA']","['JUDGE', 'OTHER_PERSON', 'JUDGE']"
3100,The authority is not only to add to the provision or vary the provision but even repeal the provision.,[],[],[],[]
3101,"[352F]



JUDGMENT:
 CIVIL APPELLATE JURISDICTION: Civil Appeal No. 2422 of 1989.",[51],[80],['Civil Appeal No. 2422 of 1989'],['CASE_NUMBER']
3102,"They were not charged with that formally, but they were tried on evidence which brings the case under section 237"". 

(1) 11925] L.R. 52 I.A. 191. 

Finally, we come to sections 535 and 537 of the Code.","[102, 169]","[113, 189]","['section 237', 'sections 535 and 537']","['PROVISION', 'PROVISION']"
3103,"Ex.D1W6/7 is the copy of affidavit of defendant No.1 Mohd.Arafin to the effect that he was the proprietor of M/s Seema Lodge, situated in premises No.3745, Churiwalan, Delhi.","[53, 109, 156, 168]","[64, 124, 166, 173]","['Mohd.Arafin', 'M/s Seema Lodge', 'Churiwalan', 'Delhi']","['RESPONDENT', 'ORG', 'GPE', 'GPE']"
3104,"The constables who had taken the skeleton to B.H.U., Varanasi, were not examined and link evidence is missing.","[45, 53]","[51, 61]","['B.H.U.', 'Varanasi']","['ORG', 'GPE']"
3105,"If there is no evidence on record except the signature of the accused in file, prima facie to prove the factum of conspiracy, and there is no evidence to prima facie suggest that the signature was made by the accused in reference to the common design of the conspirator after it was first entertained.",[],[],[],[]
3106,"We find ourselves unable to agree with the submission of Mr. Samdani that Section 56(a)(i) is provision of exception and/or deeming fiction and by reason of deeming fiction under Section 56(a)(i) of Banking Regulation Act, 1949, the meaning which is assigned to ""banking company"" in Section 5(c) is not altered or intended to be altered.","[61, 74, 179, 199, 283]","[68, 90, 195, 227, 295]","['Samdani', 'Section 56(a)(i)', 'Section 56(a)(i)', 'Banking Regulation Act, 1949', 'Section 5(c)']","['OTHER_PERSON', 'PROVISION', 'PROVISION', 'STATUTE', 'PROVISION']"
3107,It has been held in AIR (1952 SC 181 (B) :,[17],[40],['in AIR (1952 SC 181 (B)'],['CASE_NUMBER']
3108,Ram Kumar Yadav versus Secretary to Govt  & ors  AND SB Civil Writ Petition No.16277 /2013 Kuldeep Singh versus Secretary to Govt. & ors  AND SB Civil Writ Petition No.16278/2013 Om Prakash & ors versus State of Rajasthan & ors,"[0, 91, 179]","[90, 178, 227]","['Ram Kumar Yadav versus Secretary to Govt  & ors  AND SB Civil Writ Petition No.16277 /2013', 'Kuldeep Singh versus Secretary to Govt. & ors  AND SB Civil Writ Petition No.16278/2013', 'Om Prakash & ors versus State of Rajasthan & ors']","['PRECEDENT', 'PRECEDENT', 'PRECEDENT']"
3109,"purchases, by delivery of shipping documents while the goods are on the high seas on their import journey",[],[],[],[]
3110,"Thereafter, PW.22 proceeded to the scene of occurrence, made arrangements to shift the body to Sidlaghatta Hospital.",[95],[115],['Sidlaghatta Hospital'],['ORG']
3111,"He also mentioned that Ramakanta Paul (PW-10), Prabir Biswas (PW-12), Nilai Das (PW-3), Benu Ranjan Dhupi (PW-11), Sujit Das, Subrata Das, Rajesh Das were in the boat along with his brother while crossing the river (d)","[23, 47, 70, 88, 115, 126, 139]","[37, 60, 79, 105, 124, 137, 149]","['Ramakanta Paul', 'Prabir Biswas', 'Nilai Das', 'Benu Ranjan Dhupi', 'Sujit Das', 'Subrata Das', 'Rajesh Das']","['WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON']"
3112,The manufacturer issued a certificate under Form 22A specifying the pollution standards.,[],[],[],[]
3113,"It can no way be a legal gratification, but a gratification other than legal which would come under Section 7 of the PC Act.","[100, 117]","[109, 123]","['Section 7', 'PC Act']","['PROVISION', 'STATUTE']"
3114,It is clear that the minors earned interest primarily and substantially by reason of the fact that they deposited moneys in the firm.,[],[],[],[]
3115,"""Procedure established by law"" does not end with the pronouncement of sentence; it includes the carrying out of sentence.",[],[],[],[]
3116,"Even the presence of Jagsir was not alleged at or near the house of Gurjeet Kaur (PW3), therefore, the conviction and sentence of Jagsir (appellant No.3) for the offence punishable under Criminal Appeal No.S-337-SB of 2001 {11} Section 436 read with Section 34, IPC, is not sustainable and is set aside.","[21, 68, 130, 187, 228, 262]","[27, 80, 136, 222, 260, 265]","['Jagsir', 'Gurjeet Kaur', 'Jagsir', 'Criminal Appeal No.S-337-SB of 2001', 'Section 436 read with Section 34', 'IPC']","['PETITIONER', 'WITNESS', 'PETITIONER', 'CASE_NUMBER', 'PROVISION', 'STATUTE']"
3117,"Further, the observation of the AO that certain flats were left as closing stock as on 31.3.2008 is not a relevant factor for deciding the eligibility of the assessee for deduction u/s. 80IB(10).","[87, 183]","[96, 194]","['31.3.2008', 's. 80IB(10)']","['DATE', 'PROVISION']"
3118,The repeal without saving such right means that such woman had never acquired such right and that right now cannot be enforced under Section 125(3) of the Code.,[133],[147],['Section 125(3)'],['PROVISION']
3119,"It follows, therefore, that neither the American decisions, nor the understanding by the Courts of that country as to what a duty of excise connotes can be of any utility for deciding the content of that entry in the Indian Constitution.",[217],[236],['Indian Constitution'],['STATUTE']
3120,"On February 3, 1970 an advertisement was published in the Government Gazette to the effect that the Haryana Public Service Commission will hold an examination for recruitment of candidates for 15 vacancies in the Haryana Civil Service (Judicial Branch).","[3, 100, 213]","[19, 133, 234]","['February 3, 1970', 'Haryana Public Service Commission', 'Haryana Civil Service']","['DATE', 'ORG', 'ORG']"
3121,"To prove its case, the complainant examined Sh.Ajay Srivastav, Assistant General Manager, SEBI as PW1 and Sh.Nilender Kumar Choudhary, Audit Assistant as PW2.","[47, 90, 109]","[61, 94, 133]","['Ajay Srivastav', 'SEBI', 'Nilender Kumar Choudhary']","['WITNESS', 'ORG', 'WITNESS']"
3122,"the fa t. that she died under circumstances otherwise than nonnal and that the appellant herein Wa"" restdi.ng with her in 1 it.. house goes to show that it.",[],[],[],[]
3123,"But it makes no difference because on this point the Legislative lists under the Government of India Act make the same provision as the Legislative Lists in the Constitution,","[81, 161]","[104, 173]","['Government of India Act', 'Constitution']","['STATUTE', 'STATUTE']"
3124,"The validity of the Act was again challenged before the Supreme Court on the ground that the Ceiling Act of 1961 having been declared void under Article 13(2) of the Constitution, the legislation was void ab initio and it was effaced from the Statute Book, it could not therefore be enforced or made operative merely by constitutional amendment without re-enacting the provisions of the Act.","[56, 93, 145, 166]","[69, 112, 158, 178]","['Supreme Court', 'Ceiling Act of 1961', 'Article 13(2)', 'Constitution']","['COURT', 'STATUTE', 'PROVISION', 'STATUTE']"
3125,"It was however, submitted by Shri Sanghi that there was no existing public purpose for which the acquisition could have been made.",[34],[40],['Sanghi'],['OTHER_PERSON']
3126,He was a bachelor aged 29 and he was residing with his sister Anushila Devi (PW-9) in an apartment situated on the Westen Street which was re-christened as Banbuk Gali.,[62],[75],['Anushila Devi'],['WITNESS']
3127,"3) Shri Surendra Singh Sunda, learned counsel for the appellant has argued that the sole basis on which the appellant has been convicted; is the dying declaration of her daughter-in-law i.e. deceased-Smt.Basanti.","[8, 204]","[28, 211]","['Surendra Singh Sunda', 'Basanti']","['OTHER_PERSON', 'OTHER_PERSON']"
3128,"Jadavji Modi and respondents I (a) to I (g) filed separate appeals in the Gujarat High Court from the Judgment of t he Tribunal, being First Appeals Nos. 1202 of 1969 and 696 of 1971 respectively.","[0, 74, 135]","[12, 92, 182]","['Jadavji Modi', 'Gujarat High Court', 'First Appeals Nos. 1202 of 1969 and 696 of 1971']","['RESPONDENT', 'COURT', 'CASE_NUMBER']"
3129,"It has also come on record that during the period from April/May 2006 to November 2007, 11 SIM cards were purchased on fake names and identities from Jamatara & Mihijam, out of which two were used in Ajmer blast case and the appellant admitted in his statements, his going to Mihijam & Shabridham during that time but had not disclosed the purpose.","[150, 161, 200, 276, 286]","[158, 168, 205, 283, 296]","['Jamatara', 'Mihijam', 'Ajmer', 'Mihijam', 'Shabridham']","['GPE', 'GPE', 'GPE', 'GPE', 'GPE']"
3130,"He further pleaded that in the year 1959, he came in the service of Central Excise Department and his first posting was made at Sagar.",[],[],[],[]
3131,"The other cases that take the same view are Megha Ram v. Makhan Lal, 67 Pun Re 1912: 130 Pun Re 1916: (AIR 1917 Lah 135); Kaju Mal v. Salig Ram, 91 Pun Re 1919: (AIR 1919 Lah 222 (2)); Ganda Singh v. Bhan, AIR 1923 Lah 310, and Hazari v. Neki, L. P. A. No. 13 of 1965, dated 27-7-1965: (AIR 1966 Punj 348).","[44, 122, 185, 228, 275]","[120, 182, 222, 267, 284]","['Megha Ram v. Makhan Lal, 67 Pun Re 1912: 130 Pun Re 1916: (AIR 1917 Lah 135)', 'Kaju Mal v. Salig Ram, 91 Pun Re 1919: (AIR 1919 Lah 222 (2)', 'Ganda Singh v. Bhan, AIR 1923 Lah 310', 'Hazari v. Neki, L. P. A. No. 13 of 1965', '27-7-1965']","['PRECEDENT', 'PRECEDENT', 'PRECEDENT', 'PRECEDENT', 'DATE']"
3132,"No oral evidence was adduced by the insurance company; however, it marked true copy of the insurance policy as Exh. B-1.",[],[],[],[]
3133,- (1) An appeal shall lie as of right from any order or decision of High Court in the exercise of its jurisdiction to punish for contempt - (a) where the order or decision is that of a Single Judge to a Bench of not less than two Judges of the Court; (b) where the order or decision is that of a Bench to the Supreme Court.,[309],[322],['Supreme Court'],['COURT']
3134,It was argued that there was o real emergency and yet the proclamation remained unretracted with consequential peril fundamental rights.,[],[],[],[]
3135,"It can, however, only be used as a previous statement for the purpose of either corroborating its maker under Section 157 of the Indian Evidence Act or for contradicting him under Section 145 of that Act.","[110, 129, 180]","[121, 148, 191]","['Section 157', 'Indian Evidence Act', 'Section 145']","['PROVISION', 'STATUTE', 'PROVISION']"
3136,"Before we go to the next provision under which the appellant is liable to be convicted, we shall deal with the contention of Mr. Shanti Bhushan, appearing for the appellant Shaukat, which becomes relevant in the case of Afzal.","[129, 173, 220]","[143, 180, 225]","['Shanti Bhushan', 'Shaukat', 'Afzal']","['OTHER_PERSON', 'PETITIONER', 'OTHER_PERSON']"
3137,Indeed on the respondents own affidavits it is not open to them to say that they hope that it may be possible in future to make a profit on export of sugar.,[],[],[],[]
3138,"After return to Madhuban on 14.11.2006, he returned the mobile to Karan Singh and received his mobile from Karan Singh.","[16, 28, 66, 107]","[24, 38, 77, 118]","['Madhuban', '14.11.2006', 'Karan Singh', 'Karan Singh']","['GPE', 'DATE', 'OTHER_PERSON', 'OTHER_PERSON']"
3139,"The prosecution to prove its case brought into the witness box, Dr. Krishan Gopal PW1, Amar Singh PW2, Gurdev Singh PW3, Mukhtiar Singh PW4, Karnail Singh PW5, Jangir Singh PW6, Sukhdev Singh PW7, Surjit Kaur PW8, Bikkar Singh PW9, Harcharanjit Singh PW10, Chamkaur Singh PW11, HC Ajaib Singh PW12, ASI Darshan Singh PW13, SI Sarabjit Rai PW14, C. Davinder Pal Singh PW15 and Sukhvinder Pal Singh PW16.","[68, 87, 103, 121, 141, 160, 178, 197, 214, 232, 257, 278, 303, 326, 345, 376]","[81, 97, 115, 135, 154, 172, 191, 208, 226, 250, 271, 292, 316, 338, 366, 396]","['Krishan Gopal', 'Amar Singh', 'Gurdev Singh', 'Mukhtiar Singh', 'Karnail Singh', 'Jangir Singh', 'Sukhdev Singh', 'Surjit Kaur', 'Bikkar Singh', 'Harcharanjit Singh', 'Chamkaur Singh', 'HC Ajaib Singh', 'Darshan Singh', 'Sarabjit Rai', 'C. Davinder Pal Singh', 'Sukhvinder Pal Singh']","['WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS', 'WITNESS']"
3140,"In A.P. Christians Medical Educational Society v. Government of Andhra Pradesh and Anr., it was held thus :-
 7.",[3],[86],['A.P. Christians Medical Educational Society v. Government of Andhra Pradesh and Anr'],['PRECEDENT']
3141,"This is an appeal by special leave against the judgment and decree of the High Court of Rajasthan, setting aside decree for recovery of damages under the Patel Accidents Act, 1855 hereinafter referred to as the Navneetlal was a resident of Udaipur.","[74, 154, 240]","[97, 179, 247]","['High Court of Rajasthan', 'Patel Accidents Act, 1855', 'Udaipur']","['COURT', 'STATUTE', 'GPE']"
3142,We observe that the submissions of the appellants have a strong force.,[],[],[],[]
3143,"21. 6 MW- 121 Smt, Nallamma wfe of Doreswarny Vodakehalla Kollegal Taluk, 22","[19, 35]","[27, 72]","['Nallamma', 'Doreswarny Vodakehalla Kollegal Taluk']","['WITNESS', 'OTHER_PERSON']"
3144,It is also obvious that this averment is based on and expressly refers to the covenant in the lease which required the defendant On expiry of the lease to deliver vacant and peaceful possession to the plaintiff,[],[],[],[]
3145,"In cases of theft detected from 14th December 2005 onwards, assessment by the licensee will be made as per the provisions Page 1328 contained in Regulation 7.6.5 of the State Electricity Supply Code as amended with effect from 14th December 2005.","[32, 145, 169, 227]","[50, 161, 198, 245]","['14th December 2005', 'Regulation 7.6.5', 'State Electricity Supply Code', '14th December 2005']","['DATE', 'PROVISION', 'STATUTE', 'DATE']"
3146,"Admittedly, present complaint was not filed by either of them.",[],[],[],[]
3147,"There are 7 Medical Colleges in the State of U.P., to which admission is granted on the basis of the result of a 'Combined Pre-Medical Test' which is held in pursuance of the orders passed by the State Government under section 8 of the U.P. State Universities Act, 1973.","[45, 219, 236]","[49, 228, 269]","['U.P.', 'section 8', 'U.P. State Universities Act, 1973']","['GPE', 'PROVISION', 'STATUTE']"
3148,"In the third set of CWP Nos. 7317 of 1989 and 9544 of 1992, the facts in CWP No. 7317 of 1989 may be stated.","[20, 73]","[58, 93]","['CWP Nos. 7317 of 1989 and 9544 of 1992', 'CWP No. 7317 of 1989']","['CASE_NUMBER', 'CASE_NUMBER']"
3149,"In support of her submission Mrs. Joshi relied upon a judgment of the Apex Court in Trimukh Maroti Kirkan v. State of Maharashtra, reported at (2006)10 SCC 681. 
 7.","[34, 70, 84]","[39, 80, 159]","['Joshi', 'Apex Court', 'Trimukh Maroti Kirkan v. State of Maharashtra, reported at (2006)10 SCC 681']","['OTHER_PERSON', 'COURT', 'PRECEDENT']"
3150,"The formula adopted by the Honourable Supreme Court in Sarla Varma's case (supra) was considered by a Three Judges' Bench of the Honourable Supreme Court in Reshmakumari v. Madan Mohan (2013(2) KLT 304 (SC) and approved the same, summarising the formula to be adopted, in paragraph 40 of the decision as follows :
 ""40.","[38, 55, 140, 157]","[51, 66, 153, 206]","['Supreme Court', 'Sarla Varma', 'Supreme Court', 'Reshmakumari v. Madan Mohan (2013(2) KLT 304 (SC)']","['COURT', 'OTHER_PERSON', 'COURT', 'PRECEDENT']"
3151,"On the other hand, Sri Shekhara Shetty, learned Counsel for the petitioner submitted that the Decision in Jhamandas's case and the Decision of this Court in Manikchand Joshi's case would apply on all fours to the facts of this case.","[23, 106, 157]","[38, 115, 173]","['Shekhara Shetty', 'Jhamandas', 'Manikchand Joshi']","['OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON']"
3152,"Proceeding further, the Court held : ""The term 'authorities' occurring, in Art. 12 could only mean a person or a group of persons who exercise the legislative or executive functions of a State or through whom or through the (1) A.1,R. 1954 Mad.67. 

(2) A.T.R. 1964 Mysore 6. 

 instrumentality of whom the State exercise its legislative or executive power.""",[],[],[],[]
3153,"It was contended by Mr. Agarwal that a bona fide dispute had been raised by the petitioner and, therefore, the Board could not press into service the provisions of Section 24 of the Indian Electricity Act, 1910 for purpose of disconnceting electricity at the premises of the petitioner.","[24, 164, 182]","[31, 174, 210]","['Agarwal', 'Section 24', 'Indian Electricity Act, 1910']","['OTHER_PERSON', 'PROVISION', 'STATUTE']"
3154,"Police put the mobile number of Sanjay on surveillance and it was found that though his mobile number was not working, but his mobile set with IMEI no.35565005977470 had started working with new number i.e. 989733946.",[32],[38],['Sanjay'],['OTHER_PERSON']
3155,65.The Public Prosecutor conducts the prosecution whereas a victim ventilates his grievance.,[],[],[],[]
3156,"Relying upon the aforesaid two decisions of Jharkhand High Court, learned senior advocate Mr. Thakore submitted that High Court can deny the benefit under Section 17B to the workman during the pendency of petition.","[44, 94, 155]","[64, 101, 166]","['Jharkhand High Court', 'Thakore', 'Section 17B']","['COURT', 'OTHER_PERSON', 'PROVISION']"
3157,"In the light of the aforesaid relevant entries, as they stood then, a Constitution Bench of this court in The Gujarat University, Ahmedabad vs. Krishna Ranganath Mudholkar & Ors., 1963 Suppl.(1) SCR 112, speaking through J.C.Shah, J., for the majority, had to consider whether the State Legislature could impose an exclusive medium of instruction Gujarati for the students who had to study and take examination conducted by the Gujarat University.","[110, 221, 428]","[202, 229, 446]","['Gujarat University, Ahmedabad vs. Krishna Ranganath Mudholkar & Ors., 1963 Suppl.(1) SCR 112', 'J.C.Shah', 'Gujarat University']","['PRECEDENT', 'JUDGE', 'ORG']"
3158,This argument seems to have found favour with the learned Judges in AIR 1938 All 217 (FB) (A).,[68],[94],['AIR 1938 All 217 (FB) (A).'],['CASE_NUMBER']
3159,"Though this legal position is well established by a long series of decisions of this Court, we have considered it necessary to reiterate it in view of the manifestly erroneous approach made by the High Court to the consideration of the question as to whether the impugned clause (3) of Regulation 104 is ultra vires.",[272],[300],['clause (3) of Regulation 104'],['PROVISION']
3160,Thus it was decided to conduct preliminary inquiry in to the matter.,[],[],[],[]
3161,"We are, therefore, of the view that the Chief Justice of India acted under a misconception of the true constitutional position when he recommended the appointment of O. N. Vohra, S. N. Kumar and S. B. Wad for a period of six months and the Central Government was also in error in appointing them only for a period of three months.","[57, 166, 179, 195, 240]","[62, 177, 190, 204, 258]","['India', 'O. N. Vohra', 'S. N. Kumar', 'S. B. Wad', 'Central Government']","['GPE', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'ORG']"
